id,date,rent_fee,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,latatitude,longitude,sqft_living15,sqft_lot15
2984,20141104T000000,392000,4,2.5,2300,41167,2,0,0,3,7,2300,0,1988,0,98042,47.3412,-122.108,2300,21765
2985,20141203T000000,590000,3,2.5,3360,218235,1,0,0,3,8,3360,0,1989,0,98014,47.6601,-121.946,2650,220849
2986,20150410T000000,425000,4,2.5,1920,9000,2,0,0,2,7,1920,0,1989,0,98126,47.5153,-122.37,1530,10474
2987,20140722T000000,765000,5,1.75,2440,15143,1.5,0,4,4,8,1740,700,1944,0,98146,47.4948,-122.37,2390,10907
2988,20140807T000000,313500,3,2.25,1440,3488,2,0,0,4,7,1440,0,1983,0,98034,47.7257,-122.162,1390,3488
2989,20140820T000000,320000,3,1,1780,6840,2,0,0,4,6,1780,0,1947,0,98125,47.727,-122.3,1410,7200
2990,20150210T000000,604000,4,1.75,1490,4485,1,0,0,3,8,1350,140,1960,0,98199,47.6388,-122.399,1380,4846
2991,20150212T000000,570000,3,2,1400,1657,2,0,0,3,8,1060,340,2004,0,98112,47.6196,-122.298,1540,2275
2992,20140520T000000,639000,4,2.5,2150,12028,2,0,0,4,8,2150,0,1982,0,98052,47.7224,-122.101,1800,11777
2993,20140822T000000,335000,4,2,1910,10200,1,0,0,4,7,1910,0,1963,0,98059,47.4804,-122.133,1820,15600
2994,20141014T000000,896000,4,1.75,2660,3520,2,0,0,4,8,2080,580,1917,0,98115,47.6743,-122.308,2100,4080
2995,20140627T000000,259500,3,1.75,1650,12349,1,0,0,3,7,1650,0,1957,0,98188,47.442,-122.282,1470,10763
2996,20140807T000000,637000,3,2,1980,6000,1,0,0,4,7,1380,600,1958,0,98115,47.6921,-122.283,1260,6000
2997,20150506T000000,307450,4,2.75,2690,8874,1,0,0,3,8,1370,1320,1980,0,98023,47.3078,-122.383,1990,7875
2998,20140825T000000,535000,3,1.75,1380,3561,1,0,0,4,7,860,520,1925,0,98117,47.6822,-122.399,1820,4593
2999,20140630T000000,669500,4,2.25,2500,4046,1.5,0,0,4,7,1520,980,1940,0,98117,47.6882,-122.382,1410,4046
3000,20141028T000000,259000,3,1.75,1590,7148,1,0,0,3,7,1590,0,1952,0,98166,47.4713,-122.344,1150,7280
3001,20141231T000000,441000,4,1.5,1100,3300,1,0,0,1,7,1100,0,1919,0,98122,47.6033,-122.295,2020,4000
3002,20150512T000000,228800,4,2.5,1470,1612,2,0,0,3,7,980,490,2003,0,98118,47.5275,-122.271,1460,5027
3003,20140513T000000,530000,2,2,1680,4950,1,0,0,3,8,1680,0,2006,0,98053,47.7194,-122.022,1570,4800
3004,20140728T000000,524000,2,2,1450,2272,1,0,0,4,6,750,700,1924,0,98112,47.633,-122.282,2170,4370
3005,20141211T000000,430000,4,2.25,2020,4840,1.5,0,0,5,8,1200,820,1925,0,98126,47.5576,-122.376,1410,4840
3006,20141001T000000,1.33E+06,4,3.25,2470,4760,1.5,0,0,5,9,1890,580,1906,0,98112,47.6331,-122.31,2470,4760
3007,20141103T000000,210000,3,1,1230,12201,1,0,0,3,7,1230,0,1969,0,98042,47.3285,-122.134,1230,10780
3008,20140623T000000,449000,4,2.5,1850,5040,1,0,0,3,7,1230,620,1930,2013,98126,47.5386,-122.373,1010,5040
3009,20140619T000000,945000,2,2.5,2540,7089,2,0,0,3,9,2540,0,2004,0,98116,47.5747,-122.414,1330,7089
3010,20150318T000000,200450,3,1,970,9130,1,0,0,3,6,970,0,1957,0,98188,47.4369,-122.272,1000,8886
3011,20150417T000000,219950,3,1.5,1070,6601,1,0,0,3,6,1070,0,1985,0,98002,47.3115,-122.209,1030,6614
3012,20140619T000000,659500,4,3,2620,18362,1,0,0,4,8,1870,750,1956,0,98006,47.5646,-122.184,2630,16792
3013,20141126T000000,746000,4,2.75,2110,8190,1.5,0,0,5,8,2110,0,1966,0,98008,47.6269,-122.1,2420,8400
3014,20150331T000000,540000,3,1.75,2110,7129,1,0,0,3,8,1280,830,1982,0,98052,47.7219,-122.102,1810,8674
3015,20140910T000000,485000,5,2,1910,5508,1,0,0,3,7,1020,890,1968,0,98133,47.7074,-122.349,1030,7440
3016,20150127T000000,202000,2,1,670,7844,1,0,0,3,6,670,0,1942,0,98126,47.5165,-122.372,740,7218
3017,20140929T000000,2.53E+06,4,5.5,6930,45100,1,0,0,4,11,4310,2620,1950,1991,98006,47.5547,-122.144,2560,37766
3018,20150401T000000,502000,3,2.75,2010,11200,1,0,0,3,8,1360,650,1979,0,98028,47.7728,-122.253,2200,10640
3019,20150224T000000,279000,2,2.75,1770,10534,1,0,0,3,8,1210,560,2003,0,98001,47.2773,-122.276,1600,17400
3020,20141117T000000,409500,3,1,1340,4120,1,0,0,4,7,1040,300,1921,0,98103,47.6916,-122.352,1270,4635
3021,20140702T000000,453000,3,2,1660,15050,1,0,0,3,7,1260,400,1983,0,98034,47.7203,-122.194,1660,7320
3022,20150227T000000,367000,4,1,1820,5500,1.5,0,0,3,6,1820,0,1947,0,98106,47.5185,-122.363,1140,5500
3023,20140523T000000,550000,3,2.5,2510,5400,2,0,0,3,9,2510,0,1992,0,98056,47.5204,-122.206,1840,5400
3024,20150127T000000,273500,3,1.5,1560,8314,1,0,0,3,7,1560,0,1962,0,98031,47.4117,-122.209,1820,8925
3025,20141007T000000,505000,4,3,2280,7400,1,0,0,3,7,1340,940,1978,0,98125,47.711,-122.306,1540,7500
3026,20140619T000000,770000,3,2.5,2650,40705,2,0,0,3,9,2650,0,1994,0,98053,47.668,-122.063,2550,42625
3027,20140509T000000,565000,4,2.25,2470,7447,2,0,0,3,8,2470,0,1984,0,98155,47.7514,-122.286,2270,7400
3028,20140820T000000,316000,3,0.75,1270,10092,1,0,0,5,7,1270,0,1971,0,98077,47.7567,-122.073,1300,10375
3029,20140925T000000,160000,4,1,1520,7298,1.5,0,0,3,7,1520,0,1960,0,98198,47.3706,-122.31,1520,7298
3030,20141027T000000,170000,3,1,1310,9529,1,0,0,3,7,1310,0,1956,0,98198,47.4105,-122.295,1330,9529
3031,20150319T000000,235000,3,1,1310,9529,1,0,0,3,7,1310,0,1956,0,98198,47.4105,-122.295,1330,9529
3032,20141219T000000,1.80E+06,4,3.5,3930,39098,2,0,0,3,12,3930,0,1999,0,98005,47.6399,-122.158,4250,38682
3033,20140918T000000,310000,3,1,990,7050,1,0,0,3,7,990,0,1967,0,98034,47.7274,-122.202,1200,8125
3034,20140519T000000,285000,4,1.75,2080,13629,1,0,0,4,7,1040,1040,1955,0,98178,47.4866,-122.232,1780,14659
3035,20140604T000000,280000,2,1,960,4920,1,0,0,3,6,960,0,1942,0,98117,47.6946,-122.362,1010,5040
3036,20150218T000000,2.30E+06,4,4.25,4070,13860,2,0,3,3,10,4070,0,2004,0,98040,47.59,-122.229,3430,9240
3037,20140814T000000,763776,4,2.5,2750,16139,2,0,0,3,9,2750,0,1989,0,98075,47.5843,-122.06,2810,13093
3038,20150217T000000,530000,5,2.75,3230,13572,1,0,2,3,8,1880,1350,1965,0,98166,47.4393,-122.347,2910,15292
3039,20150211T000000,362000,1,1,890,211576,1.5,0,0,3,7,890,0,1996,0,98019,47.7216,-121.883,1670,217364
3040,20140725T000000,430000,2,1,990,4920,1,0,0,3,6,990,0,1931,0,98117,47.6939,-122.368,990,4960
3041,20140725T000000,456500,3,1,1290,3880,1.5,0,0,4,7,1290,0,1919,0,98117,47.6879,-122.392,1290,4850
3042,20140911T000000,445000,4,2.5,2170,5257,2,0,0,3,7,2170,0,1989,0,98115,47.6999,-122.305,1430,7528
3043,20150310T000000,386900,3,1,1330,10500,1,0,0,3,7,960,370,1963,0,98034,47.7204,-122.196,1460,11550
3044,20140708T000000,479000,3,1,1340,13750,1,0,0,4,7,1340,0,1955,0,98006,47.5771,-122.151,1430,11400
3045,20150313T000000,525000,3,2.5,2200,4544,2,0,0,3,8,2200,0,2000,0,98065,47.5319,-121.867,2400,5431
3046,20150106T000000,272000,4,1.75,2520,10890,1,0,0,3,7,1260,1260,1979,0,98023,47.3224,-122.343,2090,12375
3047,20150226T000000,517000,4,1,1180,13500,1.5,0,0,3,7,1180,0,1950,0,98125,47.7165,-122.308,1580,8976
3048,20150226T000000,615000,3,1.75,2660,7800,1,0,0,4,8,1330,1330,1951,0,98117,47.6993,-122.378,1950,6240
3049,20140828T000000,439000,3,1.75,1250,7030,1,0,0,3,7,1250,0,1965,0,98008,47.6285,-122.118,1460,7210
3050,20140724T000000,716000,3,2.5,2270,7866,1,0,0,4,10,2270,0,1988,0,98029,47.5622,-122.022,2580,8132
3051,20141028T000000,308000,2,1,1080,6250,1,0,2,4,7,1080,0,1942,1968,98118,47.5128,-122.251,2100,6875
3052,20140610T000000,800000,3,2.25,1620,4500,2,0,0,4,8,1620,0,1926,0,98119,47.643,-122.361,1210,4320
3053,20150505T000000,575000,3,2,940,5000,1,0,0,3,7,880,60,1941,0,98117,47.6771,-122.398,1420,5000
3054,20140701T000000,219950,3,1.5,1620,9310,1,0,0,4,7,1620,0,1967,0,98042,47.3665,-122.107,1610,10640
3055,20140522T000000,770000,4,2.5,2350,8001,2,0,0,4,8,2350,0,1987,0,98006,47.5478,-122.153,2460,8001
3056,20141230T000000,424950,3,1.75,2090,7505,1,0,0,3,7,2090,0,1967,0,98034,47.7326,-122.194,1510,7416
3057,20150108T000000,387000,3,2.25,1760,45133,2,0,0,3,7,1760,0,1984,0,98065,47.5124,-121.866,1910,51773
3058,20140620T000000,790000,4,1.75,2050,10920,1,0,3,3,8,1450,600,1974,0,98155,47.7431,-122.286,2440,10920
3059,20150128T000000,156000,2,1,600,4000,1,0,0,3,5,600,0,1933,0,98146,47.5065,-122.339,1290,6973
3060,20140505T000000,580000,2,1,2540,7000,1,0,0,5,8,1320,1220,1942,0,98118,47.5259,-122.261,2160,6000
3061,20140919T000000,490000,4,2.25,2090,10869,2,0,0,3,8,2090,0,1970,0,98033,47.6715,-122.164,1800,17788
3062,20140716T000000,950000,5,3.25,2700,3650,2,0,2,3,9,2070,630,1926,2014,98144,47.5959,-122.291,1940,4000
3063,20150213T000000,400000,2,2.5,1410,1281,2,0,0,3,8,1090,320,2008,0,98126,47.5659,-122.37,1410,2550
3064,20150513T000000,325000,2,2.5,1170,1638,2,0,0,3,8,1170,0,2008,0,98133,47.7041,-122.351,1350,1407
3065,20140929T000000,365000,4,2.5,2540,6688,2,0,0,3,9,2540,0,2002,0,98092,47.3314,-122.18,2810,6776
3066,20150407T000000,255000,3,1.75,2190,6000,1.5,0,0,4,7,2190,0,1920,0,98002,47.3063,-122.223,1610,6000
3067,20150323T000000,985000,5,3.5,3890,13261,2,0,1,3,9,2870,1020,1984,0,98125,47.7246,-122.284,3080,13261
3068,20150423T000000,595000,4,2.5,2030,10722,1,0,0,3,7,1100,930,1967,0,98115,47.6955,-122.301,1610,9134
3069,20140716T000000,427500,3,1,1350,7085,1,0,0,5,7,1350,0,1944,0,98125,47.7318,-122.305,1350,7085
3070,20141016T000000,728000,3,1.5,1940,4000,1.5,0,0,3,8,1310,630,1915,0,98112,47.6205,-122.291,1940,4000
3071,20140910T000000,549950,2,1,1260,4000,1,0,0,3,7,1000,260,1940,0,98117,47.6898,-122.384,1780,4000
3072,20141208T000000,650000,3,2,2800,10501,1,0,0,3,7,1400,1400,1954,0,98125,47.7055,-122.315,2260,6534
3073,20150320T000000,1.13E+06,5,3.25,3080,13394,1,0,2,4,9,2230,850,1968,0,98033,47.6651,-122.19,2810,10720
3074,20150504T000000,203000,3,1,840,6500,1,0,0,5,6,840,0,1969,0,98042,47.3637,-122.083,920,4680
3075,20140807T000000,311000,2,1,860,3300,1,0,0,5,6,860,0,1903,0,98118,47.5496,-122.279,1380,4400
3076,20150428T000000,387500,6,2,2400,7684,1,0,0,3,6,1200,1200,1932,2005,98028,47.7705,-122.269,1290,9800
3077,20150318T000000,370000,4,2,1640,7200,1,0,0,3,7,1640,0,1963,0,98155,47.7471,-122.324,1500,9000
3078,20140724T000000,228000,2,1,1060,6100,1,0,0,3,6,1060,0,1951,0,98125,47.7317,-122.296,1550,9150
3079,20140528T000000,740000,2,1.75,2080,4800,1,0,0,5,7,1080,1000,1923,0,98117,47.6896,-122.362,1310,4800
3080,20140710T000000,200000,4,2,2090,6630,1,0,0,3,7,1070,1020,1974,0,98178,47.5077,-122.268,1550,7980
3081,20140709T000000,660000,3,1,1240,3500,1,0,0,4,7,1240,0,1927,0,98103,47.6835,-122.347,1650,3360
3082,20140709T000000,275000,4,2,2030,8426,2,0,0,3,7,2030,0,1944,0,98168,47.4806,-122.287,1190,7007
3083,20150429T000000,708000,2,1,1120,5250,1,0,0,3,7,950,170,1938,0,98199,47.6496,-122.392,1510,5250
3084,20140519T000000,280000,3,2.5,1270,9675,2,0,0,3,8,1270,0,1993,0,98045,47.4639,-121.744,1270,11700
3085,20150106T000000,325000,4,2.5,2260,5702,2,0,0,3,8,2260,0,2002,0,98042,47.3488,-122.151,2450,6381
3086,20140820T000000,495000,3,2.5,1780,47480,2,0,0,3,7,1780,0,1995,0,98045,47.4723,-121.707,1890,51836
3087,20140922T000000,691000,2,2,1780,3810,1.5,0,0,3,7,980,800,1922,0,98119,47.6474,-122.362,1690,3810
3088,20140702T000000,2.29E+06,4,2.5,4080,18362,2,0,2,4,11,4080,0,1983,0,98004,47.6344,-122.214,4080,19991
3089,20150428T000000,329500,3,2.5,2120,22482,1,0,0,5,7,1360,760,1979,0,98001,47.341,-122.265,2330,16016
3090,20140805T000000,348000,3,2.5,2060,7458,2,0,0,3,9,2060,0,1989,0,98023,47.3045,-122.351,2480,7743
3091,20141114T000000,425000,2,1,1670,6212,1,0,0,4,7,1670,0,1947,0,98125,47.7152,-122.282,1670,7272
3092,20140519T000000,210000,3,1,1080,21043,1,0,0,3,6,1080,0,1942,0,98106,47.5515,-122.357,1380,7620
3093,20141220T000000,285000,2,1,1210,4895,1,0,0,3,6,710,500,1951,0,98126,47.5202,-122.373,1100,6000
3094,20150430T000000,222000,3,1,990,8840,1,0,0,3,6,990,0,1966,0,98023,47.3074,-122.371,1120,8625
3095,20140527T000000,200000,4,2.5,1720,9600,1,0,0,3,7,1120,600,1961,0,98092,47.2917,-122.188,1520,9400
3096,20141002T000000,247500,3,2,1530,8749,1,0,0,3,7,1530,0,1995,0,98023,47.2974,-122.372,1750,8749
3097,20140820T000000,1.50E+06,4,5.5,6550,217374,1,0,0,3,11,5400,1150,2006,0,98058,47.4302,-122.095,4110,50378
3098,20141120T000000,190000,3,1.75,1100,9452,1,0,0,3,6,1100,0,1942,0,98146,47.4864,-122.337,1350,9452
3099,20141215T000000,975000,4,2.5,3020,4950,1.5,0,0,4,9,2020,1000,1921,0,98112,47.6467,-122.304,2300,5450
3100,20141223T000000,1.13E+06,4,3,3180,4649,2,0,0,4,9,2070,1110,1925,0,98105,47.6583,-122.273,2720,5980
3101,20150504T000000,283200,4,1.75,1830,12540,1,0,0,4,8,1130,700,1958,0,98003,47.3348,-122.324,2020,12540
3102,20140714T000000,650000,3,2.5,2540,8073,1,0,0,4,8,1880,660,1937,0,98177,47.7176,-122.36,2110,7702
3103,20140513T000000,449500,3,2,1770,6610,1,0,0,4,7,960,810,1954,0,98133,47.7703,-122.343,2010,4361
3104,20141022T000000,400000,3,1.75,1470,6682,1,0,0,3,7,1470,0,1987,0,98034,47.7315,-122.226,1790,7379
3105,20150219T000000,89950,1,1,570,4080,1,0,0,3,5,570,0,1942,0,98146,47.5098,-122.334,890,5100
3106,20141124T000000,158800,3,1,960,8291,1,0,0,3,6,960,0,1950,0,98146,47.5006,-122.334,1110,8231
3107,20140917T000000,870000,4,3,2940,7108,2,0,1,3,9,2220,720,2011,0,98136,47.5437,-122.395,2240,7950
3108,20150306T000000,196000,3,1.5,1000,18568,1,0,0,3,6,1000,0,1989,0,98001,47.2976,-122.271,1610,17420
3109,20140731T000000,850000,3,1.75,2450,8603,1,0,0,5,8,1340,1110,1940,0,98199,47.6536,-122.414,2280,5779
3110,20140923T000000,775000,4,2.5,3310,5101,2,0,0,3,9,3310,0,2005,0,98052,47.6649,-122.08,3010,5176
3111,20140801T000000,483500,3,2.5,1670,4308,2,0,0,3,8,1670,0,2001,0,98027,47.5307,-122.047,1670,2897
3112,20150402T000000,387000,3,1.5,1620,21929,2,0,0,3,7,1620,0,1990,0,98019,47.767,-121.903,1600,21679
3113,20150124T000000,900000,3,3,2990,30869,2,0,0,3,10,2990,0,1951,2003,98155,47.7602,-122.278,1750,15802
3114,20150407T000000,336000,3,1.5,1240,5000,1,0,2,3,7,1240,0,1964,0,98106,47.5659,-122.36,1050,5000
3115,20150417T000000,415000,2,1,670,6000,1,0,0,5,6,670,0,1949,0,98118,47.561,-122.275,1240,5040
3116,20150205T000000,380000,0,0,1470,979,3,0,2,3,8,1470,0,2006,0,98133,47.7145,-122.356,1470,1399
3117,20140811T000000,350000,3,1.5,1320,4400,1,0,0,3,6,1320,0,1909,0,98112,47.6231,-122.292,1350,4400
3118,20141117T000000,1.32E+06,4,5.25,6110,10369,2,0,0,3,11,6110,0,2005,0,98059,47.5285,-122.135,4190,10762
3119,20140806T000000,765000,3,1.75,2440,5800,1,0,3,4,8,1320,1120,1945,0,98199,47.6474,-122.412,2530,5800
3120,20141020T000000,527000,4,2.5,2900,6736,2,0,0,3,8,2900,0,2013,0,98059,47.4954,-122.152,2900,6736
3121,20140718T000000,524000,4,2.75,2310,5000,1.5,0,0,5,8,1480,830,1908,0,98118,47.5502,-122.268,1100,5000
3122,20140715T000000,448000,2,1,1110,5413,1,0,0,3,6,890,220,1937,0,98115,47.6925,-122.32,1300,5413
3123,20140707T000000,775000,4,3.25,4100,241322,2,0,0,3,9,2500,1600,1981,0,98072,47.7302,-122.096,3770,87821
3124,20150116T000000,176500,3,1,930,9900,1.5,0,0,4,5,930,0,1910,0,98032,47.3745,-122.231,930,7200
3125,20150416T000000,750000,4,2.25,2420,11120,1,0,2,4,8,1620,800,1952,0,98146,47.4954,-122.366,2210,8497
3126,20141202T000000,1.27E+06,4,2.25,2870,6000,1,0,0,5,8,1730,1140,1951,0,98112,47.6362,-122.282,2370,5500
3127,20150226T000000,250000,3,1,1480,6750,1,0,0,3,7,1480,0,1958,0,98146,47.505,-122.366,1480,7594
3128,20141028T000000,759000,3,2.75,1960,6390,1.5,0,2,5,8,1960,0,1900,0,98122,47.6032,-122.285,2440,5870
3129,20141211T000000,640000,3,2,1470,4640,1.5,0,0,4,7,1470,0,1926,0,98199,47.6398,-122.393,1700,5000
3130,20150427T000000,990000,3,3.25,2460,4182,2,0,0,5,8,2100,360,1910,0,98115,47.6782,-122.311,2370,4284
3131,20141008T000000,395000,4,1.75,1960,7945,1,0,0,4,7,980,980,1946,0,98125,47.7326,-122.291,1290,7945
3132,20150421T000000,275000,2,1.5,1160,1103,2,0,0,3,7,890,270,2006,0,98133,47.7677,-122.315,1160,1086
3133,20150205T000000,390000,3,2.5,1910,4755,2,0,0,3,8,1910,0,1997,0,98059,47.4956,-122.162,2460,6099
3134,20150324T000000,752500,5,2.75,2720,4680,1.5,0,0,4,8,1710,1010,1913,0,98107,47.6612,-122.363,1670,4800
3135,20150227T000000,450000,2,1,1020,5000,1.5,0,0,4,6,1020,0,1906,0,98107,47.6725,-122.396,1490,5000
3136,20140617T000000,473000,2,1,900,5100,1,0,0,4,7,900,0,1909,0,98117,47.6804,-122.378,1400,5100
3137,20150323T000000,178500,3,1.75,1120,10450,1,0,0,3,7,1120,0,1973,0,98045,47.4418,-121.772,1250,10414
3138,20140604T000000,485000,3,2.5,2340,59058,1,0,0,3,8,2340,0,1985,0,98038,47.4052,-122.028,2700,37263
3139,20150327T000000,215000,3,1.5,1410,8415,1,0,0,4,7,780,630,1982,0,98023,47.2914,-122.368,1440,7361
3140,20140812T000000,589000,4,1.75,1920,4862,1,0,0,5,7,1060,860,1919,0,98116,47.5747,-122.384,1840,4862
3141,20150417T000000,325000,4,1.75,1370,9993,1,0,0,3,6,1370,0,1918,0,98028,47.7572,-122.228,1650,11592
3142,20140820T000000,580000,3,2.5,1590,1937,2.5,0,0,3,8,1590,0,2004,0,98116,47.5903,-122.388,1620,2022
3143,20140716T000000,181100,4,1.75,1850,7500,1,0,0,3,7,1850,0,1954,0,98198,47.4217,-122.333,1460,7500
3144,20150224T000000,345000,3,2,1430,4200,1,0,0,4,7,830,600,1908,0,98199,47.6462,-122.384,1540,5000
3145,20150330T000000,781000,3,1.75,1940,8729,1,0,0,3,8,1460,480,1960,0,98125,47.7027,-122.282,2250,9165
3146,20141023T000000,402500,4,1,1270,3630,1.5,0,0,3,7,1270,0,1903,0,98122,47.6135,-122.307,1420,4848
3147,20150420T000000,426000,3,1.5,1380,7200,1,0,0,3,7,1080,300,1948,0,98106,47.5292,-122.348,1220,7200
3148,20140905T000000,389000,3,2.5,1720,4515,2,0,0,3,7,1720,0,2005,0,98065,47.5426,-121.879,2220,4618
3149,20140707T000000,670000,6,3,4050,36171,2,0,0,4,8,2620,1430,1970,0,98027,47.4708,-122.015,3660,42874
3150,20140521T000000,1.51E+06,4,3.25,3660,5800,2.5,0,0,3,10,3360,300,1909,1995,98112,47.6283,-122.312,3240,5800
3151,20140521T000000,288400,3,2.25,1870,3230,2,0,0,3,7,1870,0,1997,0,98056,47.4915,-122.167,1620,3363
3152,20150219T000000,700000,4,2,2230,4635,1.5,0,0,5,7,1510,720,1908,0,98103,47.682,-122.349,1520,4635
3153,20150331T000000,830000,4,3,2020,6000,1,0,0,3,8,1220,800,1968,2015,98199,47.6563,-122.401,1400,6000
3154,20140911T000000,1.90E+06,2,2.75,3690,32044,2,1,4,3,12,3690,0,1989,0,98166,47.4485,-122.369,2310,26988
3155,20141009T000000,350500,2,1,1450,6380,1,0,0,3,7,1450,0,1967,0,98115,47.6924,-122.321,1240,6380
3156,20150503T000000,431000,3,1.75,1630,9000,1,0,0,4,7,1630,0,1956,0,98166,47.4521,-122.36,1600,11120
3157,20141031T000000,485000,3,2.5,1840,8250,1,0,1,3,8,1340,500,1958,0,98177,47.7767,-122.378,1970,7920
3158,20141010T000000,780000,3,1.5,1620,7500,1,0,2,4,8,1620,0,1949,0,98117,47.7014,-122.381,2440,7800
3159,20140801T000000,720000,2,1.5,1840,9000,1,0,2,3,8,1340,500,1957,0,98136,47.5281,-122.388,1880,7560
3160,20150220T000000,415000,3,1,1360,73616,1,0,0,3,7,1360,0,1971,0,98072,47.7528,-122.119,2040,50965
3161,20140620T000000,480000,4,1,2080,5500,1,0,0,3,7,1040,1040,1941,0,98117,47.6838,-122.386,1280,4000
3162,20140916T000000,452250,4,2.25,2550,10000,1,0,0,4,7,1560,990,1979,0,98028,47.77,-122.259,2440,10000
3163,20150406T000000,316000,3,2.5,2550,8170,2,0,0,3,8,2550,0,1985,0,98023,47.311,-122.345,1840,8823
3164,20141010T000000,700000,2,1,1160,17635,1,1,4,3,6,1160,0,1945,0,98178,47.5117,-122.248,1510,13122
3165,20140729T000000,285000,4,2,1760,5500,1,0,1,3,7,780,980,1925,2004,98118,47.5183,-122.265,1510,5500
3166,20140918T000000,575000,3,1.75,1720,4050,1,0,0,5,7,860,860,1906,0,98115,47.6782,-122.314,1720,4410
3167,20140722T000000,590000,3,2.25,2300,12430,1,0,2,4,8,1580,720,1960,0,98166,47.435,-122.347,2500,12430
3168,20150226T000000,587500,4,1.75,2500,20868,1,0,2,3,8,1600,900,1956,0,98166,47.431,-122.338,2170,15026
3169,20140922T000000,364000,4,2.25,1750,10270,1.5,0,0,4,8,1750,0,1968,0,98155,47.7612,-122.31,1750,10127
3170,20141217T000000,490000,3,2.5,1890,10190,2,0,0,3,8,1890,0,1986,0,98074,47.6478,-122.061,2080,9794
3171,20140505T000000,410000,3,2.25,1800,36704,1,0,0,4,8,1360,440,1978,0,98027,47.4688,-122.013,2730,36404
3172,20141028T000000,520000,3,2.5,2160,4297,2,0,0,3,9,2160,0,1999,0,98029,47.5476,-122.012,2160,3968
3173,20141008T000000,389000,3,1,1380,6591,1,0,0,4,7,1380,0,1947,0,98133,47.7164,-122.351,1610,6594
3174,20141118T000000,450000,2,1,1180,6000,1,0,0,3,7,1180,0,1910,0,98119,47.6531,-122.373,1600,6000
3175,20141205T000000,325000,3,2.5,2550,4240,2,0,0,3,7,2550,0,2006,0,98031,47.3986,-122.169,2550,4240
3176,20150313T000000,660000,2,1,1070,5000,1,0,0,3,7,1070,0,1924,0,98103,47.6631,-122.337,1400,4000
3177,20140620T000000,850000,3,2.25,2870,8170,2,0,0,3,10,2250,620,1995,0,98136,47.5363,-122.385,1310,8170
3178,20140806T000000,285000,3,2.5,1940,9874,2,0,0,3,7,1940,0,1990,0,98042,47.3794,-122.113,1860,8875
3179,20141211T000000,395000,2,1,870,3121,1,0,0,4,7,870,0,1923,0,98107,47.6659,-122.369,1570,1777
3180,20140717T000000,440000,3,2,1550,2401,2,0,0,3,7,1550,0,1996,0,98103,47.6545,-122.348,1550,3446
3181,20150313T000000,249000,3,1.75,1400,5648,1.5,0,0,5,6,1400,0,1917,0,98056,47.5133,-122.196,2320,9420
3182,20150227T000000,635000,3,1.75,1210,4400,1.5,0,0,4,8,1210,0,1930,0,98105,47.6621,-122.288,2020,3750
3183,20140811T000000,515000,3,2.5,3430,48993,2,0,0,3,9,3430,0,2001,0,98001,47.2609,-122.27,2460,36256
3184,20150130T000000,1.40E+06,3,3.25,3020,6073,2,0,0,4,9,3020,0,1954,0,98112,47.6332,-122.29,3020,7700
3185,20150304T000000,200000,2,1,950,8100,1,0,0,3,6,950,0,1955,0,98166,47.4572,-122.351,1620,7630
3186,20140506T000000,1.14E+06,4,2.75,3370,8103,1,0,3,3,9,1970,1400,1970,2014,98136,47.5232,-122.383,2120,6360
3187,20141117T000000,445000,4,1,1460,4600,1,0,2,3,6,780,680,1946,0,98126,47.566,-122.38,1560,4600
3188,20140707T000000,555000,3,1.5,1740,4200,1.5,0,0,4,7,1640,100,1920,0,98117,47.6782,-122.361,1660,3750
3189,20140924T000000,537000,4,2,1720,6413,1,0,0,4,7,860,860,1950,0,98116,47.5734,-122.395,1280,6413
3190,20150127T000000,315000,3,1.75,1480,7500,1,0,0,4,7,1480,0,1968,0,98055,47.4629,-122.187,1480,7500
3191,20150129T000000,805000,5,2.5,3320,7266,2,0,0,3,9,3320,0,2000,0,98075,47.5862,-122.054,3060,10269
3192,20140826T000000,414000,4,2.5,3490,9030,1.5,0,0,4,8,3490,0,1969,0,98023,47.3198,-122.386,2540,8400
3193,20140815T000000,375000,2,1.5,1160,1648,2,0,0,3,7,1160,0,2002,0,98144,47.5916,-122.293,1458,2351
3194,20150304T000000,401000,4,1.75,3010,12523,1,0,0,3,8,1780,1230,1952,0,98125,47.707,-122.316,2040,7560
3195,20150128T000000,210000,3,1,1030,4583,1,0,0,3,7,1030,0,1967,0,98198,47.4231,-122.329,1730,8023
3196,20140722T000000,365000,2,1,980,5110,1,0,0,4,7,780,200,1939,0,98115,47.7002,-122.314,1430,5110
3197,20150224T000000,178000,5,1.5,1990,18200,1,0,0,3,7,1990,0,1960,0,98178,47.4938,-122.262,1860,8658
3198,20140520T000000,710000,2,1,1790,4000,1,0,0,4,7,1040,750,1923,0,98112,47.6405,-122.301,1310,4000
3199,20140509T000000,255000,2,1,810,7980,1,0,0,1,6,810,0,1928,0,98146,47.489,-122.337,1440,7980
3200,20141204T000000,528000,5,2.25,2940,38009,1,0,0,3,8,1700,1240,1977,0,98077,47.7653,-122.077,2620,38300
3201,20150407T000000,537000,4,4.25,4883,26040,2,0,3,3,10,3859,1024,2006,0,98092,47.263,-122.216,3736,9870
